flight_id,flight_no,airline,date,time,origin,status,status_code,flight_type,last_updated
CX 2099_2026-09-09,CX 2099,CPA,2026-09-09,20:05,"LAX,ANC",,,,2026-09-07T16:36:33+08:00
CV 7332_2026-09-09,CV 7332,CLX,2026-09-09,20:20,"LUX,BKK",,,,2026-09-07T16:36:33+08:00
CX 3185_2026-09-09,CX 3185,CPA,2026-09-09,20:45,"ORD,ANC",,,,2026-09-07T16:36:33+08:00
K4 254_2026-09-09,K4 254,CKS,2026-09-09,21:15,"CVG,NGO",,,,2026-09-07T16:36:33+08:00
D0 528_2026-09-09,D0 528,DHK,2026-09-09,21:35,"EMA,MXP",,,,2026-09-07T16:36:33+08:00
EK 9314_2026-09-09,EK 9314,UAE,2026-09-09,21:40,MEL,,,,2026-09-07T16:36:33+08:00
MB 6031_2026-09-09,MB 6031,MNB,2026-09-09,22:30,"IST,SHJ",,,,2026-09-07T16:36:33+08:00
TK 6264_2026-09-09,TK 6264,THY,2026-09-09,22:35,"IST,AMM",,,,2026-09-07T16:36:33+08:00
CX 3036_2026-09-09,CX 3036,CPA,2026-09-09,22:35,HAN,,,,2026-09-07T16:36:33+08:00
3G 800_2026-09-09,3G 800,WCM,2026-09-09,22:55,BKI,,,,2026-09-07T16:36:33+08:00
3S 502_2026-09-09,3S 502,BOX,2026-09-09,23:15,LEJ,,,,2026-09-07T16:36:33+08:00
2U 8642_2026-09-09,2U 8642,FKH,2026-09-09,23:40,DEL,,,,2026-09-07T16:36:33+08:00
CP 351_2026-09-09,CP 351,LSI,2026-09-09,23:55,DWC,,,,2026-09-07T16:36:33+08:00
MH 6105_2026-09-08,MH 6105,MAS,2026-09-08,19:50,KUL,Est at 02:40 (09/09/2026),,,2026-09-07T16:35:04+08:00
ET 3785_2026-09-09,ET 3785,ETH,2026-09-09,00:00,"MCT,MAD",Cancelled,,,2026-09-07T16:35:04+08:00
ET 3791_2026-09-09,ET 3791,ETH,2026-09-09,00:00,LGG,Cancelled,,,2026-09-07T16:35:04+08:00
RH 829_2026-09-09,RH 829,HKC,2026-09-09,00:15,PVG,,,,2026-09-07T16:35:04+08:00
3G 801_2026-09-09,3G 801,WCM,2026-09-09,00:30,KUL,Cancelled,,,2026-09-07T16:35:04+08:00
CX 006_2026-09-09,CX 006,CPA,2026-09-09,00:50,NRT,,,,2026-09-07T16:35:04+08:00
QR 8441_2026-09-09,QR 8441,QTR,2026-09-09,01:00,DOH,,,,2026-09-07T16:35:04+08:00
SV 983_2026-09-09,SV 983,SVA,2026-09-09,01:15,RUH,Est at 03:20,,,2026-09-07T16:35:04+08:00
KZ 202_2026-09-09,KZ 202,NCA,2026-09-09,01:25,NRT,,,,2026-09-07T16:35:04+08:00
CX 096_2026-09-09,CX 096,CPA,2026-09-09,01:30,"ANC,NLU",,,,2026-09-07T16:35:04+08:00
QR 8439_2026-09-09,QR 8439,QTR,2026-09-09,02:00,DOH,,,,2026-09-07T16:35:04+08:00
NH 8512_2026-09-09,NH 8512,ANA,2026-09-09,02:25,NRT,,,,2026-09-07T16:35:04+08:00
ET 3769_2026-09-09,ET 3769,ETH,2026-09-09,02:35,"EMA,ADD",Est at 04:10,,,2026-09-07T16:35:04+08:00
KJ 974_2026-09-09,KJ 974,AIH,2026-09-09,02:40,ICN,Est at 02:30,,,2026-09-07T16:35:04+08:00
5Y 3413_2026-09-09,5Y 3413,GTI,2026-09-09,02:50,"DWC,TLV",,,,2026-09-07T16:35:04+08:00
RH 317_2026-09-09,RH 317,HKC,2026-09-09,03:00,HAN,,,,2026-09-07T16:35:04+08:00
CI 5826_2026-09-09,CI 5826,CAL,2026-09-09,03:00,TPE,,,,2026-09-07T16:35:04+08:00
KE 314_2026-09-09,KE 314,KAL,2026-09-09,03:10,ICN,Est at 06:10,,,2026-09-07T16:35:04+08:00
LD 204_2026-09-09,LD 204,AHK,2026-09-09,03:15,KIX,,,,2026-09-07T16:35:04+08:00
LD 128_2026-09-09,LD 128,AHK,2026-09-09,03:20,ICN,,,,2026-09-07T16:35:04+08:00
BR 6538_2026-09-09,BR 6538,EVA,2026-09-09,03:20,TPE,,,,2026-09-07T16:35:04+08:00
LD 208_2026-09-09,LD 208,AHK,2026-09-09,03:25,NRT,,,,2026-09-07T16:35:04+08:00
LD 327_2026-09-09,LD 327,AHK,2026-09-09,03:25,SIN,,,,2026-09-07T16:35:04+08:00
LD 768_2026-09-09,LD 768,AHK,2026-09-09,03:25,PEK,,,,2026-09-07T16:35:04+08:00
LD 216_2026-09-09,LD 216,AHK,2026-09-09,03:30,NGO,,,,2026-09-07T16:35:04+08:00
8K 526_2026-09-09,8K 526,KMI,2026-09-09,03:30,BKK,,,,2026-09-07T16:35:04+08:00
LD 457_2026-09-09,LD 457,AHK,2026-09-09,03:35,"MNL,CEB",,,,2026-09-07T16:35:04+08:00
LD 782_2026-09-09,LD 782,AHK,2026-09-09,03:40,PVG,,,,2026-09-07T16:35:04+08:00
LD 831_2026-09-09,LD 831,AHK,2026-09-09,03:40,BKK,,,,2026-09-07T16:35:04+08:00
LD 561_2026-09-09,LD 561,AHK,2026-09-09,03:45,SGN,,,,2026-09-07T16:35:04+08:00
TH 3508_2026-09-09,TH 3508,RMY,2026-09-09,03:45,KUL,,,,2026-09-07T16:35:04+08:00
3S 748_2026-09-09,3S 748,BOX,2026-09-09,04:00,LAX,,,,2026-09-07T16:35:04+08:00
3Y 6011_2026-09-09,3Y 6011,MYU,2026-09-09,04:00,CGK,,,,2026-09-07T16:35:04+08:00
HJ 022_2026-09-09,HJ 022,TMN,2026-09-09,04:00,SYD,,,,2026-09-07T16:35:04+08:00
LD 720_2026-09-09,LD 720,AHK,2026-09-09,04:05,CTU,,,,2026-09-07T16:35:04+08:00
TH 3091_2026-09-09,TH 3091,RMY,2026-09-09,04:15,PEN,,,,2026-09-07T16:35:04+08:00
EK 9861_2026-09-09,EK 9861,UAE,2026-09-09,04:15,DWC,Est at 03:35,,,2026-09-07T16:35:04+08:00
LD 680_2026-09-09,LD 680,AHK,2026-09-09,04:20,TPE,,,,2026-09-07T16:35:04+08:00
TK 6351_2026-09-09,TK 6351,THY,2026-09-09,04:20,IST,,,,2026-09-07T16:35:04+08:00
CX 2090_2026-09-09,CX 2090,CPA,2026-09-09,04:25,"ANC,LAX,DFW",,,,2026-09-07T16:35:04+08:00
K4 280_2026-09-09,K4 280,CKS,2026-09-09,04:30,"ANC,CVG",Est at 04:55,,,2026-09-07T16:35:04+08:00
MB 6030_2026-09-09,MB 6030,MNB,2026-09-09,04:50,SHJ,,,,2026-09-07T16:35:04+08:00
EK 9831_2026-09-09,EK 9831,UAE,2026-09-09,05:00,DWC,,,,2026-09-07T16:35:04+08:00
K4 704_2026-09-09,K4 704,CKS,2026-09-09,05:15,"GYD,TLV",,,,2026-09-07T16:35:04+08:00
3S 713_2026-09-09,3S 713,BOX,2026-09-09,05:35,"DXB,LEJ",,,,2026-09-07T16:35:04+08:00
3S 735_2026-09-09,3S 735,BOX,2026-09-09,05:40,"BLR,LEJ",,,,2026-09-07T16:35:04+08:00
ES 728_2026-09-09,ES 728,DHX,2026-09-09,05:40,BAH,,,,2026-09-07T16:35:04+08:00
3S 523_2026-09-09,3S 523,BOX,2026-09-09,05:45,"BAH,LEJ",,,,2026-09-07T16:35:04+08:00
QR 8411_2026-09-09,QR 8411,QTR,2026-09-09,05:45,DOH,,,,2026-09-07T16:35:04+08:00
ET 3229_2026-09-09,ET 3229,ETH,2026-09-09,05:55,ADD,,,,2026-09-07T16:35:04+08:00
FX 5023_2026-09-09,FX 5023,FDX,2026-09-09,06:00,"IST,MEM",,,,2026-09-07T16:35:04+08:00
K4 253_2026-09-09,K4 253,CKS,2026-09-09,06:40,"YHM,CVG",,,,2026-09-07T16:35:04+08:00
D0 591_2026-09-09,D0 591,DHK,2026-09-09,06:40,"DEL,EMA",,,,2026-09-07T16:35:04+08:00
CX 3288_2026-09-09,CX 3288,CPA,2026-09-09,06:50,"ANC,NLU,GDL",,,,2026-09-07T16:35:04+08:00
K4 243_2026-09-09,K4 243,CKS,2026-09-09,07:00,"ANC,CVG",,,,2026-09-07T16:35:04+08:00
RH 331_2026-09-09,RH 331,HKC,2026-09-09,07:00,BKK,,,,2026-09-07T16:35:04+08:00
CT 131_2026-09-09,CT 131,AAE,2026-09-09,07:05,DWC,,,,2026-09-07T16:35:04+08:00
ET 3767_2026-09-09,ET 3767,ETH,2026-09-09,07:10,LGG,Cancelled,,,2026-09-07T16:35:04+08:00
K4 591_2026-09-09,K4 591,CKS,2026-09-09,07:15,"ICN,ANC",,,,2026-09-07T16:35:04+08:00
QR 8435_2026-09-09,QR 8435,QTR,2026-09-09,07:15,DOH,,,,2026-09-07T16:35:04+08:00
3V 533_2026-09-09,3V 533,TAY,2026-09-09,07:30,"DWC,BRU",,,,2026-09-07T16:35:04+08:00
5Y 8052_2026-09-09,5Y 8052,GTI,2026-09-09,07:40,ANC,,,,2026-09-07T16:35:04+08:00
Y9 2566_2026-09-09,Y9 2566,SGA,2026-09-09,07:50,"DAC,DWC",Est at 07:50,,,2026-09-07T16:35:04+08:00
CV 515_2026-09-09,CV 515,CLX,2026-09-09,08:00,"GYD,LUX",,,,2026-09-07T16:35:04+08:00
RH 371_2026-09-09,RH 371,HKC,2026-09-09,08:05,SIN,,,,2026-09-07T16:35:04+08:00
CX 2075_2026-09-09,CX 2075,CPA,2026-09-09,08:15,SIN,,,,2026-09-07T16:35:04+08:00
3S 515_2026-09-09,3S 515,BOX,2026-09-09,08:30,LEJ,,,,2026-09-07T16:35:04+08:00
5C 770_2026-09-09,5C 770,ICL,2026-09-09,08:40,"DWC,TLV",,,,2026-09-07T16:35:04+08:00
5Y 8030_2026-09-09,5Y 8030,GTI,2026-09-09,08:50,"ANC,MIA",,,,2026-09-07T16:35:04+08:00
HQ 4111_2026-09-09,HQ 4111,ADZ,2026-09-09,09:00,DWC,,,,2026-09-07T16:35:04+08:00
KJ 952_2026-09-09,KJ 952,AIH,2026-09-09,09:20,ICN,,,,2026-09-07T16:35:04+08:00
QR 8403_2026-09-09,QR 8403,QTR,2026-09-09,09:35,DOH,,,,2026-09-07T16:35:04+08:00
QY 657_2026-09-09,QY 657,BCS,2026-09-09,09:50,"GYD,LEJ",,,,2026-09-07T16:35:04+08:00
O3 268_2026-09-09,O3 268,CSS,2026-09-09,09:55,NGB,,,,2026-09-07T16:35:04+08:00
RH 4568_2026-09-09,RH 4568,HKC,2026-09-09,10:00,TPE,,,,2026-09-07T16:35:04+08:00
5X 067_2026-09-09,5X 067,UPS,2026-09-09,10:15,"ANC,SDF",,,,2026-09-07T16:35:04+08:00
CX 3174_2026-09-09,CX 3174,CPA,2026-09-09,10:25,"ANC,MIA,ATL",,,,2026-09-07T16:35:04+08:00
CX 3241_2026-09-09,CX 3241,CPA,2026-09-09,10:45,CGK,,,,2026-09-07T16:35:04+08:00
RH 9487_2026-09-09,RH 9487,HKC,2026-09-09,11:00,"ALA,IST",,,,2026-09-07T16:35:04+08:00
TK 6237_2026-09-09,TK 6237,THY,2026-09-09,11:25,IST,,,,2026-09-07T16:35:04+08:00
5X 003_2026-09-09,5X 003,UPS,2026-09-09,11:25,"BLR,PHL",,,,2026-09-07T16:35:04+08:00
T8 4728_2026-09-09,T8 4728,TVR,2026-09-09,12:00,DMM,,,,2026-09-07T16:35:04+08:00
CX 3745_2026-09-09,CX 3745,CPA,2026-09-09,12:00,BOM,,,,2026-09-07T16:35:04+08:00
3V 400_2026-09-09,3V 400,TAY,2026-09-09,12:25,"DWC,LGG",,,,2026-09-07T16:35:04+08:00
5Y 8131_2026-09-09,5Y 8131,GTI,2026-09-09,12:40,DEL,,,,2026-09-07T16:35:04+08:00
CV 261_2026-09-09,CV 261,CLX,2026-09-09,13:00,"ANC,JFK",,,,2026-09-07T16:35:04+08:00
CX 3294_2026-09-09,CX 3294,CPA,2026-09-09,13:30,"ANC,JFK",,,,2026-09-07T16:35:04+08:00
KJ 970_2026-09-09,KJ 970,AIH,2026-09-09,14:00,ICN,,,,2026-09-07T16:35:04+08:00
K4 551_2026-09-09,K4 551,CKS,2026-09-09,14:15,"NRT,ORD",,,,2026-09-07T16:35:04+08:00
CX 2086_2026-09-09,CX 2086,CPA,2026-09-09,14:25,"ANC,MIA",Cancelled,,,2026-09-07T16:35:04+08:00
WW 862_2026-09-09,WW 862,KXP,2026-09-09,14:45,KUL,,,,2026-09-07T16:35:04+08:00
EK 9781_2026-09-09,EK 9781,UAE,2026-09-09,14:45,DWC,,,,2026-09-07T16:35:04+08:00
QR 8465_2026-09-09,QR 8465,QTR,2026-09-09,14:50,DOH,,,,2026-09-07T16:35:04+08:00
KZ 206_2026-09-09,KZ 206,NCA,2026-09-09,15:30,NRT,,,,2026-09-07T16:35:04+08:00
5X 001_2026-09-09,5X 001,UPS,2026-09-09,15:40,CGN,,,,2026-09-07T16:35:04+08:00
EY 9726_2026-09-09,EY 9726,ETD,2026-09-09,15:50,AUH,,,,2026-09-07T16:35:04+08:00
5X 166_2026-09-09,5X 166,UPS,2026-09-09,16:00,"SIN,SDF",,,,2026-09-07T16:35:04+08:00
5X 061_2026-09-09,5X 061,UPS,2026-09-09,16:05,"TPE,SDF",,,,2026-09-07T16:35:04+08:00
P9 881_2026-09-09,P9 881,MGE,2026-09-09,16:10,GUM,,,,2026-09-07T16:35:04+08:00
ET 3629_2026-09-09,ET 3629,ETH,2026-09-09,16:15,ADD,Est at 19:15,,,2026-09-07T16:35:04+08:00
CX 3037_2026-09-09,CX 3037,CPA,2026-09-09,16:15,HAN,,,,2026-09-07T16:35:04+08:00
K4 270_2026-09-09,K4 270,CKS,2026-09-09,16:30,"GYD,LGG",,,,2026-09-07T16:35:04+08:00
3S 519_2026-09-09,3S 519,BOX,2026-09-09,17:00,LEJ,,,,2026-09-07T16:35:04+08:00
CX 041_2026-09-09,CX 041,CPA,2026-09-09,17:05,DEL,,,,2026-09-07T16:35:04+08:00
RH 9375_2026-09-09,RH 9375,HKC,2026-09-09,17:10,MAA,,,,2026-09-07T16:35:04+08:00
7L 923_2026-09-09,7L 923,AZG,2026-09-09,17:20,GYD,Est at 16:30 (08/09/2026),,,2026-09-07T16:35:04+08:00
KE 8314_2026-09-09,KE 8314,KAL,2026-09-09,17:30,ICN,,,,2026-09-07T16:35:04+08:00
SQ 7988_2026-09-09,SQ 7988,SIA,2026-09-09,17:35,"ANC,LAX",,,,2026-09-07T16:35:04+08:00
RH 9457_2026-09-09,RH 9457,HKC,2026-09-09,18:20,DEL,,,,2026-09-07T16:35:04+08:00
7L 1923_2026-09-09,7L 1923,AZG,2026-09-09,18:20,GYD,,,,2026-09-07T16:35:04+08:00
LH 8461_2026-09-09,LH 8461,GEC,2026-09-09,18:25,"IST,FRA",,,,2026-09-07T16:35:04+08:00
7L 624_2026-09-09,7L 624,AZG,2026-09-09,18:25,GYD,,,,2026-09-07T16:35:04+08:00
5Y 825_2026-09-09,5Y 825,GTI,2026-09-09,18:35,"ANC,MIA",Est at 19:00,,,2026-09-07T16:35:04+08:00
CX 3349_2026-09-09,CX 3349,CPA,2026-09-09,18:40,BKK,,,,2026-09-07T16:35:04+08:00
CV 245_2026-09-09,CV 245,CLX,2026-09-09,18:50,"ANC,NLU",,,,2026-09-07T16:35:04+08:00
RH 317_2026-09-09,RH 317,HKC,2026-09-09,19:00,HAN,,,,2026-09-07T16:35:04+08:00
5X 063_2026-09-09,5X 063,UPS,2026-09-09,19:05,"ANC,SDF",,,,2026-09-07T16:35:04+08:00
CI 6844_2026-09-09,CI 6844,CAL,2026-09-09,19:20,TPE,,,,2026-09-07T16:35:04+08:00
TK 6239_2026-09-09,TK 6239,THY,2026-09-09,19:25,"CIT,IST",,,,2026-09-07T16:35:04+08:00
SQ 7861_2026-09-09,SQ 7861,SIA,2026-09-09,19:30,SIN,,,,2026-09-07T16:35:04+08:00
MH 6103_2026-09-09,MH 6103,MAS,2026-09-09,19:40,KUL,,,,2026-09-07T16:35:04+08:00
AK 8546_2026-09-09,AK 8546,AXM,2026-09-09,19:45,KUL,,,,2026-09-07T16:35:04+08:00
TH 641_2026-09-09,TH 641,RMY,2026-09-09,19:45,KUL,,,,2026-09-07T16:35:04+08:00
FX 5991_2026-09-09,FX 5991,FDX,2026-09-09,19:50,"KIX,OAK",,,,2026-09-07T16:35:04+08:00
5X 059_2026-09-09,5X 059,UPS,2026-09-09,19:50,"ANC,ONT",,,,2026-09-07T16:35:04+08:00
CX 017_2026-09-09,CX 017,CPA,2026-09-09,20:00,MAA,,,,2026-09-07T16:35:04+08:00
CX 090_2026-09-09,CX 090,CPA,2026-09-09,20:50,"ANC,ORD",,,,2026-09-07T16:35:04+08:00
5X 053_2026-09-09,5X 053,UPS,2026-09-09,21:15,"ANC,SDF",,,,2026-09-07T16:35:04+08:00
CI 5834_2026-09-09,CI 5834,CAL,2026-09-09,21:20,TPE,,,,2026-09-07T16:35:04+08:00
RH 351_2026-09-09,RH 351,HKC,2026-09-09,21:20,MNL,,,,2026-09-07T16:35:04+08:00
D0 007_2026-09-09,D0 007,DHK,2026-09-09,21:40,"CVG,EMA",,,,2026-09-07T16:35:04+08:00
C6 7632_2026-09-09,C6 7632,MFX,2026-09-09,22:00,DEL,,,,2026-09-07T16:35:04+08:00
CV 531_2026-09-09,CV 531,CLX,2026-09-09,22:30,"ASB,LUX",,,,2026-09-07T16:35:04+08:00
CX 037_2026-09-09,CX 037,CPA,2026-09-09,23:20,"DEL,AMS",,,,2026-09-07T16:35:04+08:00
QR 8479_2026-09-09,QR 8479,QTR,2026-09-09,23:35,DOH,,,,2026-09-07T16:35:04+08:00
EK 9859_2026-09-09,EK 9859,UAE,2026-09-09,23:45,DWC,,,,2026-09-07T16:35:04+08:00
QF 7526_2026-09-09,QF 7526,QFA,2026-09-09,23:55,SYD,,,,2026-09-07T16:35:04+08:00
CX 050_2026-09-09,CX 050,CPA,2026-09-09,23:55,PVG,,,,2026-09-07T16:35:04+08:00
CX 2062_2026-09-09,CX 2062,CPA,2026-09-09,23:55,CTU,,,,2026-09-07T16:35:04+08:00
